"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"41","police","chief","captain","day","home","symptom","royal","cuba","royal","defense","protocol","compile","army","carrier","deployment","foot","become","airport","familiar","force","transmit","return","shanghai","locate","actively","state","order","new","stage","atlanta","cuba","announcement","highly","simply","want","travel","helicopter","people","move","office","charles","prime","democrat","mike","congress","give","business","small","mitch","story","address","memo","set","small","think","democratic","back","center","plan","focus","specifically","supply","look","community","certainly","low","court","short","destination","people","sunday","busy","avoid","enter","year","address","senior","county","amount"
"42","citys","remain","vessel","malaysian","infection","another","utah","memo","patrol","corp","florida","transfer","brazilian","surveillance","defense","general","every","sanchez","expect","hospital","surround","city","plant","will","australia","empty","mother","contain","transmit","meanwhile","worker","daily","march","woodwards","minister","time","face","outdoor","long","kushner","news","battle","struggle","election","campaign","trump","capitol","donald","night","likely","job","property","state","address","senior","longterm","happen","tribe","remark","state","medicare","set","watch","aid","sanjay","watch","plus","recover","action","commercial","policy","finland","busy","record","report","adhanom","continue","tuesday","adopt"
"43","set","tokyo","anthem","vessel","land","air","metro","cuban","idaho","positive","sea","icu","will","recommendation","kentucky","much","weaken","flight","force","issue","cfs","bat","coronavirus","hard","australian","outbreak","australias","residence","territory","county","struggle","top","give","country","action","different","witness","one","life","pences","tell","federal","worry","inconclusive","just","member","push","month","act","whether","senate","challenge","action","team","tell","ask","message","contribution","weekend","expect","harris","community","psaki","challenge","real","health","mat","try","correspondent","ice","agency","category","cdcs","continue","pandemic","administration","statement","twitter","retail"
"44","visa","protest","company","expect","disinfection","cuccinelli","disembarkation","line","case","undergo","march","underway","spokesperson","destination","australia","cnn","evacuation","challenge","among","much","fruit","locally","premier","china","border","know","number","da","city","new","johns","tuesday","go","slow","handle","system","elderly","global","american","document","nebraska","read","say","follow","now","can","drop","agreement","need","week","outline","recommendation","pandemic","office","work","priority","everything","come","eligible","travel","fill","discrimination","private","completely","wednesday","discrimination","handle","follow","entertainment","screen","us","people","demand","back","since","administrative","cnn","statement","schedule"
"45","apartment","executive","will","government","top","williams","learn","newsom","san","pentagon","military","us","personnel","private","jair","security","balance","mayor","last","mother","salmon","xinfadi","zone","house","carrie","battle","household","nang","current","summer","care","struggle","feb","interview","big","response","handle","response","drop","defend","action","sit","potential","saturday","nancy","side","final","leader","back","ask","include","intend","current","us","press","handle","nation","accelerate","today","available","hire","society","minority","transportation","island","philippines","cite","alongside","temporarily","quite","number","notice","fly","administration","variant","admit","reiterate","effective","de"
"46","permit","company","infect","follow","additional","port","depart","release","line","dock","charter","statement","check","announcement","number","especially","bear","flu","across","pacific","chop","company","consecutive","nearby","ferry","massachusetts","among","total","different","poll","population","novel","tv","northeast","fight","lose","first","policy","take","year","viral","war","positive","friday","sen","another","leadership","vote","trillion","increase","carolina","jen","speed","tribe","brief","directly","pass","hope","distribution","little","kid","fraud","threat","book","pressure","railway","host","since","law","plane","year","saturday","hong","american","first","advice","say","office","require"
"47","affect","three","former","return","feel","vardhan","canadian","assist","member","marine","carlos","say","schedule","extend","ministry","go","east","dubai","anger","responsibility","patient","new","daniel","home","import","professor","far","stayhome","despite","analysis","week","institute","tape","always","way","believe","spread","task","focus","positive","follow","queen","april","chief","election","money","payment","help","democrat","need","policy","immediate","jen","psaki","refuse","address","remember","ramp","child","trillion","coordinator","vaccine","message","advance","highlight","match","even","specific","apart","ensure","home","get","mandatory","say","new","advise","even","every","across"
"48","home","disembark","stop","hong","evacuate","remain","tweet","san","holland","night","celebrity","air","accord","protest","measure","business","pandemic","sure","warm","shortage","test","acid","supply","food","nearby","compare","staterun","elderly","isolation","researcher","make","hit","quite","security","failure","try","instead","little","little","end","deadly","want","just","cdc","pelosi","stick","point","distribution","pandemic","last","advisory","strategy","press","stop","talk","base","suffer","warn","receive","credit","towards","physician","drive","reaction","provide","gupta","factor","recognize","delivery","flight","vaccinate","low","thailand","avoid","say","adviser","dr","official","exposure"
"49","temporarily","close","jersey","statement","diagnose","say","announcement","guest","carnival","depart","miamidade","allow","contact","doctor","virtual","hit","outbreak","wednesday","landfall","continent","trace","far","locate","wale","orange","never","lockdown","four","may","hundred","wave","resident","young","call","type","private","wash","think","late","mitigation","link","joe","prospect","direct","economic","american","pass","night","couple","aid","vaccine","presidency","aim","help","treasury","interview","dos","really","next","commit","personnel","clearly","zahawi","fill","emphasize","legislative","patient","leave","protocol","huge","return","become","weekend","company","ability","advisory","public","say","immediately"
"50","press","bay","member","remain","contract","deliver","tomorrow","isolation","memo","princess","mortimer","negative","positive","picture","treat","president","travel","young","death","ingredient","find","emerge","since","wave","pm","army","people","defense","local","offer","possible","mayor","full","didnt","foreigner","six","inside","use","population","government","much","giroir","donation","significant","support","mitch","need","video","receive","halt","trump","upon","order","meet","philadelphia","action","remark","distance","secretary","portion","jen","application","face","treatment","particular","respect","cnn","outside","lawmaker","part","june","four","zealand","demand","able","affair","last","face","council"
